image_uid,file_name,relative_path,cluster_id,cluster_type,similarity_score,is_representative,clustered_at
abed11d50a1844f38c7397330992fad0,A1a60b.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/A1a60b.JPG,14,clip_embedding,90.64,False,2026-08-28T10:14:02+00:00
27bf0f8e59a94ecd99545e0d456ab320,A1a60c.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/A1a60c.JPG,14,clip_embedding,93.62,False,2026-08-28T10:14:02+00:00
3606e455a1b94400b5d60c5994ccc6f9,A1a61a.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/A1a61a.JPG,14,clip_embedding,90.19,False,2026-08-28T10:14:02+00:00
f990c5aa2a144280934661f2f7364da3,A1a61b.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/A1a61b.JPG,14,clip_embedding,89.64,False,2026-08-28T10:14:02+00:00
88b509a8c16247038b8da10d12df70a0,A1a61c.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/A1a61c.JPG,15,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
f09f407483774055966441124cc2bd5f,DSC03217.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/DSC03217.JPG,15,clip_embedding,96.61,False,2026-08-28T10:14:02+00:00
6d6a6f628752480f96b68ceb031f1410,A1h164b.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/A1h164b.JPG,16,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
98233d7dc0284d499a637706d41a09ce,A1h164d.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/A1h164d.JPG,16,clip_embedding,92.22,False,2026-08-28T10:14:02+00:00
eb445130959a4e3b9cd641f9ad048a87,A1h165.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/A1h165.JPG,17,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
7529ea5197774480840b2b6ad71d63f6,DSC03193.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/DSC03193.JPG,17,clip_embedding,94.57,False,2026-08-28T10:14:02+00:00
0c1f835ffec347e6891e95317b953a44,DSC03194.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/DSC03194.JPG,17,clip_embedding,94.21,False,2026-08-28T10:14:02+00:00
15398aea0ddc47c5b9b47ebded32ecc9,A1h165a.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/A1h165a.JPG,18,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
e0aaf90527a148fcaf7363501503c1e9,DSC03198.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/DSC03198.JPG,18,clip_embedding,92.16,False,2026-08-28T10:14:02+00:00
dd3041edfcab48cba8868ff77e685582,A1h167.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/A1h167.JPG,19,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
991988eb789f4270a61c1c2513fed281,DSC03204.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/DSC03204.JPG,19,clip_embedding,94.63,False,2026-08-28T10:14:02+00:00
58f9f51f82a6473d932fe5afe946367b,DSC03205.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/DSC03205.JPG,20,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
e61a2174440b41d59635e8f064b33096,DSC03206.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/DSC03206.JPG,20,clip_embedding,96.4,False,2026-08-28T10:14:02+00:00
82ac355a682e4af281fd16c31dffae7b,DSC03221.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/DSC03221.JPG,21,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
db65b72044d348be9804a02dae6e764e,F2011-1a.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/F2011-1a.JPG,21,clip_embedding,98.39,False,2026-08-28T10:14:02+00:00
2e2632e91259405eb7ef6b2ac458b0d9,F2011-2a.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/F2011-2a.JPG,22,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
6439ef2bb0f04b33ab08e21201adea1b,F2011-2c.JPG,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_1112NewAcquisitions/1112 new acquisitions/F2011-2c.JPG,22,clip_embedding,92.29,False,2026-08-28T10:14:02+00:00
7121f3d86d7a40cabf63d45f76fa5b8e,(2).jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/(2).jpg,23,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
0f0688c56e2944c4a9436bcd3eeef847,A1e1a.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e1a.jpg,23,clip_embedding,94.04,False,2026-08-28T10:14:02+00:00
c8761672553944e38de4a1c39936569e,A1b10a.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b10a.jpg,24,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
3e47391a67064c6380eda969fe660f92,A1b14a.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b14a.jpg,24,clip_embedding,92.06,False,2026-08-28T10:14:02+00:00
245d9cac93fa4f72b21322357373a681,A1b14b.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b14b.jpg,24,clip_embedding,91.28,False,2026-08-28T10:14:02+00:00
9066b1aaf0a0409a91bc2f32cfa3682f,A1b28a.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b28a.jpg,24,clip_embedding,92.13,False,2026-08-28T10:14:02+00:00
0b484942c29a4439a629faf9f6cd9378,A1b8_1.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b8_1.jpg,24,clip_embedding,92.42,False,2026-08-28T10:14:02+00:00
5053598cf60041bfa5787885e2b51387,A1b34.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b34.jpg,25,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
f46e2ff9bcd540bbafb6b952bff15c52,A1b34a.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b34a.jpg,25,clip_embedding,93.79,False,2026-08-28T10:14:02+00:00
aadd104d310b4e0098d9d990eb7d9662,A1b59a.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b59a.jpg,26,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
42e5dbb6f64745de910dd5a08ea2113f,A1b59b.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b59b.jpg,26,clip_embedding,93.57,False,2026-08-28T10:14:02+00:00
09daf5211d414e2fa7dbe55c891d8499,A1b59c.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b59c.jpg,26,clip_embedding,89.22,False,2026-08-28T10:14:02+00:00
9375e6266f5e4e4eae84574a97da993e,A1b61.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b61.jpg,27,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
b3ac8f4bd8a44558af43331859218e20,A1b61a.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b61a.jpg,27,clip_embedding,93.25,False,2026-08-28T10:14:02+00:00
1575b72812294464b723f8e13c18e390,A1b69.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b69.jpg,28,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
48ce168b288e4db581c1429b288fa147,A1b76.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b76.jpg,28,clip_embedding,94.12,False,2026-08-28T10:14:02+00:00
3e88979829104e7c97f5389c2706a382,A1b76a.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b76a.jpg,28,clip_embedding,94.17,False,2026-08-28T10:14:02+00:00
99add43ac5314899acf31d7f4ebd0330,A1b71a.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b71a.jpg,29,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
e63959525f0e4dc088dcdcf8c2568777,A1b71b.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b71b.jpg,29,clip_embedding,95.32,False,2026-08-28T10:14:02+00:00
d480a919596f4a74a377b45591803e04,A1b71c.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b71c.jpg,29,clip_embedding,97.42,False,2026-08-28T10:14:02+00:00
4a6d35441ead4276a7e43ef6411a47c4,A1b71e.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b71e.jpg,29,clip_embedding,92.13,False,2026-08-28T10:14:02+00:00
204702f67d1e4d5c92f6700473cf85aa,A1b71p.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b71p.jpg,29,clip_embedding,90.13,False,2026-08-28T10:14:02+00:00
0544f318ec2a474a9a6bcf01c279103b,A1b71q.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b71q.jpg,29,clip_embedding,87.96,False,2026-08-28T10:14:02+00:00
dd741805f42546b2917dc23ecb6d1f82,A1b71s.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b71s.jpg,29,clip_embedding,95.62,False,2026-08-28T10:14:02+00:00
d53539b9f018410e9b243d452022dce7,A1b71w.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b71w.jpg,29,clip_embedding,95.95,False,2026-08-28T10:14:02+00:00
37a8f0ba398543b2bddca9545bbff7b9,A1b71x.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b71x.jpg,29,clip_embedding,94.36,False,2026-08-28T10:14:02+00:00
aad1a421204943e2a482c867c3b4ac1c,A1b71y.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b71y.jpg,29,clip_embedding,96.14,False,2026-08-28T10:14:02+00:00
ae80cacd8a6743c4997d4dda5e80c7c4,A1b71z.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b71z.jpg,29,clip_embedding,95.09,False,2026-08-28T10:14:02+00:00
87ffe83bb0544b068d650c1bcc090881,A1b74.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b74.jpg,30,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
3e025d4006cd4d859cd8a68a1c941dee,A1b74a.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b74a.jpg,30,clip_embedding,94.85,False,2026-08-28T10:14:02+00:00
6d77afb95de741acae4e26ec3c0b963f,A1b74b.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1b74b.jpg,30,clip_embedding,93.01,False,2026-08-28T10:14:02+00:00
0da1c7e4827340e392c0c196ea8e4f22,A1c1.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c1.jpg,31,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
130498f29d6741b69bfa1b47e9b36e01,A1c1y.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c1y.jpg,31,clip_embedding,96.68,False,2026-08-28T10:14:02+00:00
e5f211b982b64b7291a2cc145e711ba6,A1c146.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c146.jpg,32,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
e7d2042ab58748f99a4efdbe750e2e11,A1c147.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c147.jpg,32,clip_embedding,88.51,False,2026-08-28T10:14:02+00:00
c35848c5dce74a94a40533821594d124,A1c148.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c148.jpg,32,clip_embedding,86.65,False,2026-08-28T10:14:02+00:00
1466851d29a54fe596784d04bc3fb2e5,A1c149.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c149.jpg,32,clip_embedding,90.99,False,2026-08-28T10:14:02+00:00
15c0758628cf41ac99276e6e1cea6ef9,A1c20.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c20.jpg,32,clip_embedding,95.73,False,2026-08-28T10:14:02+00:00
5168d805011b432b82a744a3c36effb7,A1c150.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c150.jpg,33,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
4bf6c51b31cf4cd8a119220778b82534,A1c97.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c97.jpg,33,clip_embedding,93.0,False,2026-08-28T10:14:02+00:00
7fa30f5b14d544efb03b6da240acf8a9,A1c19a.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c19a.jpg,34,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
e6b80ec1e697466faa5b69c538cb5a53,A1c19c.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c19c.jpg,34,clip_embedding,93.15,False,2026-08-28T10:14:02+00:00
1a0b4be65f214f17844610ea93818edb,A1c1p.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c1p.jpg,35,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
a56a3e3827794177865e559961d70014,A1c77.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c77.jpg,35,clip_embedding,92.84,False,2026-08-28T10:14:02+00:00
ad3ee57be2cf4fb8bd1d12875cadbcd3,A1c1r.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c1r.jpg,36,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
560a147d6141434c8f55540bf82622c2,A1e41s.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1e41s.jpg,36,clip_embedding,92.67,False,2026-08-28T10:14:02+00:00
c61bba0004324de69a75319c08c38b70,A1c220b.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c220b.jpg,37,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
5ae89176abdf43599a209587fc2f3d49,A1c220e.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c220e.jpg,37,clip_embedding,93.51,False,2026-08-28T10:14:02+00:00
3672f5d8a5c54b1ab0e75fe373198fb6,A1c250_1.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c250_1.jpg,38,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
65ea7ede8072469abfc5fffd97417e8c,A1c250_6.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c250_6.jpg,38,clip_embedding,93.65,False,2026-08-28T10:14:02+00:00
59f6d39e7a1b4ddca59ccc04c057dc3d,A1c251_10.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c251_10.jpg,39,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
61b6ee94ae5a4f7e9147448a967160f8,A1c251_6a.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c251_6a.jpg,39,clip_embedding,92.14,False,2026-08-28T10:14:02+00:00
18212ff4fdad4a86a0802680b24e28fe,A1c251_10a.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c251_10a.jpg,40,clip_embedding,100.0,True,2026-08-28T10:14:02+00:00
e5ca79a8411644dd8201c6d9f7925b46,A1c251_11.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c251_11.jpg,40,clip_embedding,93.73,False,2026-08-28T10:14:02+00:00
fa2948c0b1734fd7ae0fc0a840ea39ae,A1c251_11b.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c251_11b.jpg,40,clip_embedding,93.73,False,2026-08-28T10:14:02+00:00
c99e1c05fecf46a5a790fddfe2740b9d,A1c251_12.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c251_12.jpg,40,clip_embedding,93.05,False,2026-08-28T10:14:02+00:00
59f392936b5f442b98d0a4683349da7b,A1c251_13a.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c251_13a.jpg,40,clip_embedding,93.05,False,2026-08-28T10:14:02+00:00
5017a3988fa54bd9be6666fb07086f5b,A1c251_6b.jpg,UK Antarctic Heritage Trust Data/Condition_Artefacts/Artefacts_A_Var_Copyrright_L_Ling/A1c251_6b.jpg,40,clip_embedding,92.61,False,2026-08-28T10:14:02+00:00
